,Player,Pos,Age,Date,Lg,Tm,Unnamed: 7,Opp,Result,G#,Week,Day,Tgt,Rec,Rec Yds,Y/Rec,Rec TDs,Ctch%,Y/Tgt
693,Julio Jones,WR,29.239,9/30/2018,NFL,ATL,,CIN,L 36-37,4,4,Sun,12,9,173,19.22,0,75.0,14.42
694,DeAndre Hopkins,WR,26.116,9/30/2018,NFL,HOU,@,IND,W 37-34,4,4,Sun,12,10,169,16.9,1,83.3,14.08
695,Cooper Kupp,WR,25.104,9/27/2018,NFL,LAR,,MIN,W 38-31,4,4,Thu,11,9,162,18.0,2,81.8,14.73
696,Corey Davis,WR,23.261999999999997,9/30/2018,NFL,TEN,,PHI,W 26-23,4,4,Sun,15,9,161,17.89,1,60.0,10.73
697,Adam Thielen,WR,28.035999999999998,9/27/2018,NFL,MIN,@,LAR,L 31-38,4,4,Thu,12,8,135,16.88,1,66.7,11.25
698,Golden Tate,WR,30.059,9/30/2018,NFL,DET,@,DAL,L 24-26,4,4,Sun,8,8,132,16.5,2,100.0,16.5
699,Dede Westbrook,WR,24.313000000000002,9/30/2018,NFL,JAX,,NYJ,W 31-12,4,4,Sun,13,9,130,14.44,0,69.2,10.0
700,Amari Cooper,WR,24.104,9/30/2018,NFL,OAK,,CLE,W 45-42,4,4,Sun,11,8,128,16.0,1,72.7,11.64
701,George Kittle,TE,24.355999999999998,9/30/2018,NFL,SFO,@,LAC,L 27-29,4,4,Sun,8,6,125,20.83,1,75.0,15.63
702,Stefon Diggs,WR,24.302,9/27/2018,NFL,MIN,@,LAR,L 31-38,4,4,Thu,15,11,123,11.18,0,73.3,8.2
703,Tarik Cohen,RB,23.066,9/30/2018,NFL,CHI,,TAM,W 48-10,4,4,Sun,8,7,121,17.29,1,87.5,15.13
704,John Brown,WR,28.18,9/30/2018,NFL,BAL,@,PIT,W 26-14,4,4,Sun,7,3,116,38.67,1,42.9,16.57
705,Brandin Cooks,WR,25.002,9/27/2018,NFL,LAR,,MIN,W 38-31,4,4,Thu,8,7,116,16.57,1,87.5,14.5
706,T.Y. Hilton,WR,28.32,9/30/2018,NFL,IND,,HOU,L 34-37,4,4,Sun,6,4,115,28.75,0,66.7,19.17
707,Zach Ertz,TE,27.324,9/30/2018,NFL,PHI,@,TEN,L 23-26,4,4,Sun,14,10,112,11.2,0,71.4,8.0
708,DeSean Jackson,WR,31.303,9/30/2018,NFL,TAM,@,CHI,L 10-48,4,4,Sun,8,5,112,22.4,0,62.5,14.0
709,Mohamed Sanu,WR,29.039,9/30/2018,NFL,ATL,,CIN,L 36-37,4,4,Sun,9,6,111,18.5,0,66.7,12.33
710,Jared Cook,TE,31.176,9/30/2018,NFL,OAK,,CLE,W 45-42,4,4,Sun,13,8,110,13.75,2,61.5,8.46
711,Keke Coutee,WR,21.259,9/30/2018,NFL,HOU,@,IND,W 37-34,4,4,Sun,15,11,109,9.91,0,73.3,7.27
712,Donte Moncrief,WR,25.055,9/30/2018,NFL,JAX,,NYJ,W 31-12,4,4,Sun,5,5,109,21.8,1,100.0,21.8
713,Alshon Jeffery,WR,28.228,9/30/2018,NFL,PHI,@,TEN,L 23-26,4,4,Sun,9,8,105,13.13,1,88.9,11.67
714,Taylor Gabriel,WR,27.225,9/30/2018,NFL,CHI,,TAM,W 48-10,4,4,Sun,7,7,104,14.86,2,100.0,14.86
715,Robert Woods,WR,26.17,9/27/2018,NFL,LAR,,MIN,W 38-31,4,4,Thu,5,5,101,20.2,1,100.0,20.2
716,Tyler Boyd,WR,23.319000000000003,9/30/2018,NFL,CIN,@,ATL,W 37-36,4,4,Sun,15,11,100,9.09,0,73.3,6.67
717,Ezekiel Elliott,RB,23.07,9/30/2018,NFL,DAL,,DET,W 26-24,4,4,Sun,4,4,88,22.0,1,100.0,22.0
718,Trey Burton,TE,26.336,9/30/2018,NFL,CHI,,TAM,W 48-10,4,4,Sun,4,2,86,43.0,1,50.0,21.5
719,Chester Rogers,WR,24.261,9/30/2018,NFL,IND,,HOU,L 34-37,4,4,Sun,11,8,85,10.63,0,72.7,7.73
720,Davante Adams,WR,25.28,9/30/2018,NFL,GNB,,BUF,W 22-0,4,4,Sun,14,8,81,10.13,0,57.1,5.79
721,Geronimo Allison,WR,24.255,9/30/2018,NFL,GNB,,BUF,W 22-0,4,4,Sun,11,6,80,13.33,0,54.5,7.27
722,A.J. Green,WR,30.061,9/30/2018,NFL,CIN,@,ATL,W 37-36,4,4,Sun,8,4,78,19.5,1,50.0,9.75
723,Travis Kelce,TE,28.361,10/1/2018,NFL,KAN,@,DEN,W 27-23,4,4,Mon,12,7,78,11.14,1,58.3,6.5
724,Sterling Shepard,WR,25.232,9/30/2018,NFL,NYG,,NOR,L 18-33,4,4,Sun,10,10,77,7.7,1,100.0,7.7
725,Taywan Taylor,WR,23.212,9/30/2018,NFL,TEN,,PHI,W 26-23,4,4,Sun,9,7,77,11.0,0,77.8,8.56
726,Kenny Golladay,WR,24.331,9/30/2018,NFL,DET,@,DAL,L 24-26,4,4,Sun,4,4,74,18.5,0,100.0,18.5
727,Todd Gurley,HB,24.055,9/27/2018,NFL,LAR,,MIN,W 38-31,4,4,Thu,6,4,73,18.25,1,66.7,12.17
728,James White,RB,26.239,9/30/2018,NFL,NWE,,MIA,W 38-7,4,4,Sun,10,8,68,8.5,1,80.0,6.8
729,Quincy Enunwa,WR,26.122,9/30/2018,NFL,NYJ,@,JAX,L 12-31,4,4,Sun,8,4,66,16.5,0,50.0,8.25
730,Dion Lewis,RB,28.003,9/30/2018,NFL,TEN,,PHI,W 26-23,4,4,Sun,9,9,66,7.33,0,100.0,7.33
731,Ryan Grant,WR,27.285,9/30/2018,NFL,IND,,HOU,L 34-37,4,4,Sun,7,5,64,12.8,0,71.4,9.14
732,Keenan Allen,WR,26.156,9/30/2018,NFL,LAC,,SFO,W 29-27,4,4,Sun,10,7,63,9.0,0,70.0,6.3
733,Josh Hill,TE,28.131999999999998,9/30/2018,NFL,NOR,@,NYG,W 33-18,4,4,Sun,3,3,63,21.0,0,100.0,21.0
734,Nyheim Hines,RB,21.322,9/30/2018,NFL,IND,,HOU,L 34-37,4,4,Sun,11,9,63,7.0,2,81.8,5.73
735,Antonio Brown,WR,30.081999999999997,9/30/2018,NFL,PIT,,BAL,L 14-26,4,4,Sun,11,5,62,12.4,1,45.5,5.64
736,Vance McDonald,TE,28.109,9/30/2018,NFL,PIT,,BAL,L 14-26,4,4,Sun,5,5,62,12.4,0,100.0,12.4
737,Rashard Higgins,WR,23.358,9/30/2018,NFL,CLE,@,OAK,L 42-45,4,4,Sun,5,4,61,15.25,0,80.0,12.2
738,Odell Beckham,WR,25.329,9/30/2018,NFL,NYG,,NOR,L 18-33,4,4,Sun,11,7,60,8.57,0,63.6,5.45
739,JuJu Smith-Schuster,WR,21.311999999999998,9/30/2018,NFL,PIT,,BAL,L 14-26,4,4,Sun,11,4,60,15.0,0,36.4,5.45
740,Mike Evans,WR,25.04,9/30/2018,NFL,TAM,@,CHI,L 10-48,4,4,Sun,9,6,59,9.83,0,66.7,6.56
741,Demetrius Harris,TE,27.064,10/1/2018,NFL,KAN,@,DEN,W 27-23,4,4,Mon,3,2,59,29.5,0,66.7,19.67
742,Jeff Heuerman,TE,25.311,10/1/2018,NFL,DEN,,KAN,L 23-27,4,4,Mon,7,4,57,14.25,0,57.1,8.14
743,Kyle Rudolph,TE,28.322,9/27/2018,NFL,MIN,@,LAR,L 31-38,4,4,Thu,6,5,57,11.4,0,83.3,9.5
744,Saquon Barkley,RB,21.233,9/30/2018,NFL,NYG,,NOR,L 18-33,4,4,Sun,8,6,56,9.33,0,75.0,7.0
745,Marvin Jones,WR,28.201999999999998,9/30/2018,NFL,DET,@,DAL,L 24-26,4,4,Sun,6,3,56,18.67,0,50.0,9.33
746,Jordan Matthews,WR,26.076,9/30/2018,NFL,PHI,@,TEN,L 23-26,4,4,Sun,3,1,56,56.0,1,33.3,18.67
747,Ty Montgomery,RB,25.250999999999998,9/30/2018,NFL,GNB,,BUF,W 22-0,4,4,Sun,3,2,56,28.0,0,66.7,18.67
748,Zach Pascal,WR,23.285999999999998,9/30/2018,NFL,IND,,HOU,L 34-37,4,4,Sun,10,6,56,9.33,1,60.0,5.6
749,Willie Snead,WR,25.348000000000003,9/30/2018,NFL,BAL,@,PIT,W 26-14,4,4,Sun,7,6,56,9.33,0,85.7,8.0
750,Phillip Dorsett,WR,25.268,9/30/2018,NFL,NWE,,MIA,W 38-7,4,4,Sun,7,4,55,13.75,1,57.1,7.86
751,Melvin Gordon,RB,25.17,9/30/2018,NFL,LAC,,SFO,W 29-27,4,4,Sun,10,7,55,7.86,1,70.0,5.5
752,Antonio Callaway,WR,21.264,9/30/2018,NFL,CLE,@,OAK,L 42-45,4,4,Sun,9,3,54,18.0,0,33.3,6.0
753,Tyreek Hill,WR,24.214000000000002,10/1/2018,NFL,KAN,@,DEN,W 27-23,4,4,Mon,13,9,54,6.0,0,69.2,4.15
754,Kareem Hunt,RB,23.055999999999997,10/1/2018,NFL,KAN,@,DEN,W 27-23,4,4,Mon,4,3,54,18.0,0,75.0,13.5
755,Cordarrelle Patterson,WR,27.197,9/30/2018,NFL,NWE,,MIA,W 38-7,4,4,Sun,5,3,54,18.0,1,60.0,10.8
756,Calvin Ridley,WR,23.284000000000002,9/30/2018,NFL,ATL,,CIN,L 36-37,4,4,Sun,6,4,54,13.5,2,66.7,9.0
757,Cole Beasley,WR,29.156999999999996,9/30/2018,NFL,DAL,,DET,W 26-24,4,4,Sun,5,4,53,13.25,0,80.0,10.6
758,Tyler Lockett,WR,26.002,9/30/2018,NFL,SEA,@,ARI,W 20-17,4,4,Sun,6,5,53,10.6,0,83.3,8.83
759,Pierre Garcon,WR,32.053000000000004,9/30/2018,NFL,SFO,@,LAC,L 27-29,4,4,Sun,7,4,52,13.0,0,57.1,7.43
760,David Njoku,TE,22.081999999999997,9/30/2018,NFL,CLE,@,OAK,L 42-45,4,4,Sun,7,5,52,10.4,0,71.4,7.43
761,John Ross,WR,23.307,9/30/2018,NFL,CIN,@,ATL,W 37-36,4,4,Sun,2,2,52,26.0,1,100.0,26.0
762,Ricky Seals-Jones,TE,23.199,9/30/2018,NFL,ARI,,SEA,L 17-20,4,4,Sun,4,2,52,26.0,0,50.0,13.0
763,Martavis Bryant,WR,26.284000000000002,9/30/2018,NFL,OAK,,CLE,W 45-42,4,4,Sun,7,3,51,17.0,0,42.9,7.29
764,Courtland Sutton,WR,22.355999999999998,10/1/2018,NFL,DEN,,KAN,L 23-27,4,4,Mon,6,3,51,17.0,0,50.0,8.5
765,Maxx Williams,TE,24.171,9/30/2018,NFL,BAL,@,PIT,W 26-14,4,4,Sun,5,5,51,10.2,0,100.0,10.2
766,Darren Fells,TE,32.161,9/30/2018,NFL,CLE,@,OAK,L 42-45,4,4,Sun,2,1,49,49.0,1,50.0,24.5
767,Will Fuller,WR,24.166999999999998,9/30/2018,NFL,HOU,@,IND,W 37-34,4,4,Sun,5,4,49,12.25,1,80.0,9.8
768,Jordy Nelson,WR,33.122,9/30/2018,NFL,OAK,,CLE,W 45-42,4,4,Sun,8,5,48,9.6,1,62.5,6.0
769,Tyrell Williams,WR,26.23,9/30/2018,NFL,LAC,,SFO,W 29-27,4,4,Sun,5,3,48,16.0,0,60.0,9.6
770,T.J. Yeldon,RB,24.363000000000003,9/30/2018,NFL,JAX,,NYJ,W 31-12,4,4,Sun,3,3,48,16.0,1,100.0,16.0
771,Alvin Kamara,RB,23.066999999999997,9/30/2018,NFL,NOR,@,NYG,W 33-18,4,4,Sun,9,5,47,9.4,0,55.6,5.22
772,Michael Thomas,WR,25.211,9/30/2018,NFL,NOR,@,NYG,W 33-18,4,4,Sun,4,4,47,11.75,0,100.0,11.75
773,Laquon Treadwell,WR,23.105,9/27/2018,NFL,MIN,@,LAR,L 31-38,4,4,Thu,7,4,47,11.75,0,57.1,6.71
774,Michael Gallup,WR,22.179000000000002,9/30/2018,NFL,DAL,,DET,W 26-24,4,4,Sun,5,2,45,22.5,0,40.0,9.0
775,Duke Johnson,RB,25.006999999999998,9/30/2018,NFL,CLE,@,OAK,L 42-45,4,4,Sun,6,4,45,11.25,0,66.7,7.5
776,Emmanuel Sanders,WR,31.198,10/1/2018,NFL,DEN,,KAN,L 23-27,4,4,Mon,7,5,45,9.0,0,71.4,6.43
777,Rob Gronkowski,TE,29.139,9/30/2018,NFL,NWE,,MIA,W 38-7,4,4,Sun,7,4,44,11.0,0,57.1,6.29
778,Doug Baldwin,WR,30.009,9/30/2018,NFL,SEA,@,ARI,W 20-17,4,4,Sun,7,5,41,8.2,0,71.4,5.86
779,David Johnson,RB,26.288,9/30/2018,NFL,ARI,,SEA,L 17-20,4,4,Sun,4,3,41,13.67,0,75.0,10.25
780,Charles Clay,TE,29.229,9/30/2018,NFL,BUF,@,GNB,L 0-22,4,4,Sun,6,4,40,10.0,0,66.7,6.67
781,Eric Ebron,TE,25.173000000000002,9/30/2018,NFL,IND,,HOU,L 34-37,4,4,Sun,10,5,40,8.0,1,50.0,4.0
782,Kenny Stills,WR,26.160999999999998,9/30/2018,NFL,MIA,@,NWE,L 7-38,4,4,Sun,6,3,40,13.33,0,50.0,6.67
783,David Moore,WR,23.258000000000003,9/30/2018,NFL,SEA,@,ARI,W 20-17,4,4,Sun,2,2,39,19.5,0,100.0,19.5
784,Geoff Swaim,TE,25.014,9/30/2018,NFL,DAL,,DET,W 26-24,4,4,Sun,5,3,39,13.0,1,60.0,7.8
785,Tyler Eifert,TE,28.022,9/30/2018,NFL,CIN,@,ATL,W 37-36,4,4,Sun,4,4,38,9.5,1,100.0,9.5
786,Zay Jones,WR,23.184,9/30/2018,NFL,BUF,@,GNB,L 0-22,4,4,Sun,7,4,38,9.5,0,57.1,5.43
787,Jalen Richard,RB,24.35,9/30/2018,NFL,OAK,,CLE,W 45-42,4,4,Sun,5,3,38,12.67,0,60.0,7.6
788,Marquez Valdes-Scantling,WR,23.355,9/30/2018,NFL,GNB,,BUF,W 22-0,4,4,Sun,3,1,38,38.0,0,33.3,12.67
789,Nick Boyle,TE,25.225,9/30/2018,NFL,BAL,@,PIT,W 26-14,4,4,Sun,5,3,36,12.0,0,60.0,7.2
790,Adam Humphries,WR,25.098000000000003,9/30/2018,NFL,TAM,@,CHI,L 10-48,4,4,Sun,7,6,36,6.0,0,85.7,5.14
791,Kelvin Benjamin,WR,27.237,9/30/2018,NFL,BUF,@,GNB,L 0-22,4,4,Sun,6,1,34,34.0,0,16.7,5.67
792,Kendrick Bourne,WR,23.057,9/30/2018,NFL,SFO,@,LAC,L 27-29,4,4,Sun,4,3,34,11.33,1,75.0,8.5
793,Jarvis Landry,WR,25.305999999999997,9/30/2018,NFL,CLE,@,OAK,L 42-45,4,4,Sun,10,4,34,8.5,1,40.0,3.4
794,Aldrick Robinson,WR,30.003,9/27/2018,NFL,MIN,@,LAR,L 31-38,4,4,Thu,2,2,33,16.5,2,100.0,16.5
795,Matt Breida,RB,23.214000000000002,9/30/2018,NFL,SFO,@,LAC,L 27-29,4,4,Sun,3,3,32,10.67,0,100.0,10.67
796,Josh Gordon,WR,27.17,9/30/2018,NFL,NWE,,MIA,W 38-7,4,4,Sun,2,2,32,16.0,0,100.0,16.0
797,Andy Janovich,FB,25.131,10/1/2018,NFL,DEN,,KAN,L 23-27,4,4,Mon,1,1,32,32.0,0,100.0,32.0
798,Cameron Meredith,WR,26.009,9/30/2018,NFL,NOR,@,NYG,W 33-18,4,4,Sun,4,3,32,10.67,0,75.0,8.0
799,Ryan Switzer,WR,23.33,9/30/2018,NFL,PIT,,BAL,L 14-26,4,4,Sun,7,7,32,4.57,0,100.0,4.57
800,Austin Ekeler,RB,23.136,9/30/2018,NFL,LAC,,SFO,W 29-27,4,4,Sun,3,2,31,15.5,1,66.7,10.33
801,Demarcus Robinson,WR,24.01,10/1/2018,NFL,KAN,@,DEN,W 27-23,4,4,Mon,3,2,31,15.5,0,66.7,10.33
802,Allen Hurns,WR,26.322,9/30/2018,NFL,DAL,,DET,W 26-24,4,4,Sun,5,3,30,10.0,0,60.0,6.0
803,Cameron Brate,TE,27.089000000000002,9/30/2018,NFL,TAM,@,CHI,L 10-48,4,4,Sun,4,3,29,9.67,1,75.0,7.25
804,Michael Crabtree,WR,31.016,9/30/2018,NFL,BAL,@,PIT,W 26-14,4,4,Sun,8,3,29,9.67,0,37.5,3.63
805,Rhett Ellison,TE,29.362,9/30/2018,NFL,NYG,,NOR,L 18-33,4,4,Sun,5,3,29,9.67,0,60.0,5.8
806,Larry Fitzgerald,WR,35.03,9/30/2018,NFL,ARI,,SEA,L 17-20,4,4,Sun,7,3,28,9.33,0,42.9,4.0
807,Christian Kirk,WR,21.316,9/30/2018,NFL,ARI,,SEA,L 17-20,4,4,Sun,5,4,28,7.0,0,80.0,5.6
808,James O'Shaughnessy,TE,26.259,9/30/2018,NFL,JAX,,NYJ,W 31-12,4,4,Sun,3,2,28,14.0,0,66.7,9.33
809,Mark Walton,HB,21.185,9/30/2018,NFL,CIN,@,ATL,W 37-36,4,4,Sun,4,2,28,14.0,0,50.0,7.0
810,Giovani Bernard,HB,26.311999999999998,9/30/2018,NFL,CIN,@,ATL,W 37-36,4,4,Sun,4,4,27,6.75,0,100.0,6.75
811,Antonio Gates,TE,38.104,9/30/2018,NFL,LAC,,SFO,W 29-27,4,4,Sun,4,2,27,13.5,1,50.0,6.75
812,Marshawn Lynch,RB,32.161,9/30/2018,NFL,OAK,,CLE,W 45-42,4,4,Sun,5,3,27,9.0,0,60.0,5.4
813,Tajae Sharpe,WR,23.281,9/30/2018,NFL,TEN,,PHI,W 26-23,4,4,Sun,3,2,27,13.5,1,66.7,9.0
814,Tevin Coleman,RB,25.166999999999998,9/30/2018,NFL,ATL,,CIN,L 36-37,4,4,Sun,3,3,26,8.67,0,100.0,8.67
815,Bilal Powell,RB,29.338,9/30/2018,NFL,NYJ,@,JAX,L 12-31,4,4,Sun,7,4,26,6.5,0,57.1,3.71
816,James Conner,RB,23.148000000000003,9/30/2018,NFL,PIT,,BAL,L 14-26,4,4,Sun,7,3,25,8.33,0,42.9,3.57
817,Chris Hogan,WR,29.340999999999998,9/30/2018,NFL,NWE,,MIA,W 38-7,4,4,Sun,1,1,25,25.0,0,100.0,25.0
818,Jordan Akins,TE,26.164,9/30/2018,NFL,HOU,@,IND,W 37-34,4,4,Sun,3,2,24,12.0,0,66.7,8.0
819,Marquise Goodwin,WR,27.315,9/30/2018,NFL,SFO,@,LAC,L 27-29,4,4,Sun,4,2,24,12.0,0,50.0,6.0
820,Marcus Johnson,WR,24.055999999999997,9/30/2018,NFL,IND,,HOU,L 34-37,4,4,Sun,3,2,24,12.0,0,66.7,8.0
821,Austin Seferian-Jenkins,TE,26.000999999999998,9/30/2018,NFL,JAX,,NYJ,W 31-12,4,4,Sun,4,2,24,12.0,0,50.0,6.0
822,Demaryius Thomas,WR,30.28,10/1/2018,NFL,DEN,,KAN,L 23-27,4,4,Mon,7,4,24,6.0,0,57.1,3.43
823,Mike Davis,RB,25.223000000000003,9/30/2018,NFL,SEA,@,ARI,W 20-17,4,4,Sun,4,4,23,5.75,0,100.0,5.75
824,Jesse James,TE,24.118000000000002,9/30/2018,NFL,PIT,,BAL,L 14-26,4,4,Sun,1,1,23,23.0,0,100.0,23.0
825,Jermaine Kearse,WR,28.236,9/30/2018,NFL,NYJ,@,JAX,L 12-31,4,4,Sun,5,2,23,11.5,0,40.0,4.6
826,Allen Robinson,WR,25.037,9/30/2018,NFL,CHI,,TAM,W 48-10,4,4,Sun,4,2,23,11.5,1,50.0,5.75
827,Lee Smith,TE,30.313000000000002,9/30/2018,NFL,OAK,,CLE,W 45-42,4,4,Sun,4,3,23,7.67,0,75.0,5.75
828,Ben Watson,TE,37.286,9/30/2018,NFL,NOR,@,NYG,W 33-18,4,4,Sun,3,1,23,23.0,0,33.3,7.67
829,Nelson Agholor,WR,25.129,9/30/2018,NFL,PHI,@,TEN,L 23-26,4,4,Sun,12,5,22,4.4,0,41.7,1.83
830,Chris Godwin,WR,22.215,9/30/2018,NFL,TAM,@,CHI,L 10-48,4,4,Sun,2,2,22,11.0,0,100.0,11.0
831,Chad Williams,WR,23.346,9/30/2018,NFL,ARI,,SEA,L 17-20,4,4,Sun,3,1,22,22.0,1,33.3,7.33
832,Danny Amendola,WR,32.332,9/30/2018,NFL,MIA,@,NWE,L 7-38,4,4,Sun,3,2,21,10.5,0,66.7,7.0
833,Jimmy Graham,TE,31.31,9/30/2018,NFL,GNB,,BUF,W 22-0,4,4,Sun,6,3,21,7.0,1,50.0,3.5
834,Josh Bellamy,WR,29.135,9/30/2018,NFL,CHI,,TAM,W 48-10,4,4,Sun,1,1,20,20.0,1,100.0,20.0
835,Theo Riddick,RB,27.149,9/30/2018,NFL,DET,@,DAL,L 24-26,4,4,Sun,5,4,20,5.0,0,80.0,4.0
836,Austin Hooper,TE,23.33,9/30/2018,NFL,ATL,,CIN,L 36-37,4,4,Sun,2,1,19,19.0,0,50.0,9.5
837,Chris Moore,WR,25.105999999999998,9/30/2018,NFL,BAL,@,PIT,W 26-14,4,4,Sun,1,1,19,19.0,0,100.0,19.0
838,Albert Wilson,WR,26.08,9/30/2018,NFL,MIA,@,NWE,L 7-38,4,4,Sun,6,4,19,4.75,0,66.7,3.17
839,Robby Anderson,WR,25.144000000000002,9/30/2018,NFL,NYJ,@,JAX,L 12-31,4,4,Sun,6,2,18,9.0,0,33.3,3.0
840,Chris Herndon,TE,22.219,9/30/2018,NFL,NYJ,@,JAX,L 12-31,4,4,Sun,1,1,18,18.0,0,100.0,18.0
841,Mo Alie-Cox,TE,25.011,9/30/2018,NFL,IND,,HOU,L 34-37,4,4,Sun,2,1,17,17.0,0,50.0,8.5
842,Javorius Allen,RB,27.034000000000002,9/30/2018,NFL,BAL,@,PIT,W 26-14,4,4,Sun,2,2,17,8.5,0,100.0,8.5
843,Wayne Gallman,RB,23.364,9/30/2018,NFL,NYG,,NOR,L 18-33,4,4,Sun,3,3,17,5.67,0,100.0,5.67
844,Jakeem Grant,WR,26.0,9/30/2018,NFL,MIA,@,NWE,L 7-38,4,4,Sun,2,2,17,8.5,0,100.0,8.5
845,Aaron Jones,RB,23.302,9/30/2018,NFL,GNB,,BUF,W 22-0,4,4,Sun,1,1,17,17.0,0,100.0,17.0
846,Matt LaCosse,TE,26.01,10/1/2018,NFL,DEN,,KAN,L 23-27,4,4,Mon,1,1,17,17.0,0,100.0,17.0
847,Logan Paulsen,TE,31.215999999999998,9/30/2018,NFL,ATL,,CIN,L 36-37,4,4,Sun,1,1,17,17.0,1,100.0,17.0
848,Frank Gore,RB,35.139,9/30/2018,NFL,MIA,@,NWE,L 7-38,4,4,Sun,3,2,16,8.0,1,66.7,5.33
849,Latavius Murray,RB,28.252,9/27/2018,NFL,MIN,@,LAR,L 31-38,4,4,Thu,2,2,16,8.0,0,100.0,8.0
850,Keelan Cole,WR,25.163,9/30/2018,NFL,JAX,,NYJ,W 31-12,4,4,Sun,3,2,15,7.5,0,66.7,5.0
851,Kyle Juszczyk,FB,27.16,9/30/2018,NFL,SFO,@,LAC,L 27-29,4,4,Sun,3,2,15,7.5,0,66.7,5.0
852,Wendell Smallwood,RB,24.244,9/30/2018,NFL,PHI,@,TEN,L 23-26,4,4,Sun,5,3,15,5.0,0,60.0,3.0
853,De'Anthony Thomas,WR,25.269000000000002,10/1/2018,NFL,KAN,@,DEN,W 27-23,4,4,Mon,2,1,15,15.0,0,50.0,7.5
854,Mike Williams,WR,23.361,9/30/2018,NFL,LAC,,SFO,W 29-27,4,4,Sun,3,1,15,15.0,0,33.3,5.0
855,Kamar Aiken,WR,29.123,9/30/2018,NFL,PHI,@,TEN,L 23-26,4,4,Sun,1,1,14,14.0,0,100.0,14.0
856,Tim White,WR,24.076999999999998,9/30/2018,NFL,BAL,@,PIT,W 26-14,4,4,Sun,1,1,14,14.0,0,100.0,14.0
857,Chris Conley,WR,25.340999999999998,10/1/2018,NFL,KAN,@,DEN,W 27-23,4,4,Mon,6,4,13,3.25,0,66.7,2.17
858,Jason Croom,TE,24.214000000000002,9/30/2018,NFL,BUF,@,GNB,L 0-22,4,4,Sun,1,1,13,13.0,0,100.0,13.0
859,Kenyan Drake,RB,24.247,9/30/2018,NFL,MIA,@,NWE,L 7-38,4,4,Sun,2,1,13,13.0,0,50.0,6.5
860,Gerald Everett,TE,24.094,9/27/2018,NFL,LAR,,MIN,W 38-31,4,4,Thu,1,1,13,13.0,0,100.0,13.0
861,Dallas Goedert,TE,23.27,9/30/2018,NFL,PHI,@,TEN,L 23-26,4,4,Sun,2,2,13,6.5,0,100.0,6.5
862,Jordan Leggett,TE,23.241999999999997,9/30/2018,NFL,NYJ,@,JAX,L 12-31,4,4,Sun,4,3,13,4.33,1,75.0,3.25
863,LeSean McCoy,RB,30.08,9/30/2018,NFL,BUF,@,GNB,L 0-22,4,4,Sun,6,3,13,4.33,0,50.0,2.17
864,Ito Smith,RB,23.019000000000002,9/30/2018,NFL,ATL,,CIN,L 36-37,4,4,Sun,3,3,13,4.33,0,100.0,4.33
865,Mark Andrews,TE,22.024,9/30/2018,NFL,BAL,@,PIT,W 26-14,4,4,Sun,2,2,12,6.0,0,100.0,6.0
866,Sammie Coates,WR,25.183000000000003,9/30/2018,NFL,HOU,@,IND,W 37-34,4,4,Sun,1,1,12,12.0,0,100.0,12.0
867,Corey Grant,RB,26.285,9/30/2018,NFL,JAX,,NYJ,W 31-12,4,4,Sun,3,2,12,6.0,0,66.7,4.0
868,Ryan Griffin,TE,28.261999999999997,9/30/2018,NFL,HOU,@,IND,W 37-34,4,4,Sun,1,1,12,12.0,0,100.0,12.0
869,Seth Roberts,WR,27.22,9/30/2018,NFL,OAK,,CLE,W 45-42,4,4,Sun,3,2,12,6.0,0,66.7,4.0
870,Trent Taylor,WR,24.153000000000002,9/30/2018,NFL,SFO,@,LAC,L 27-29,4,4,Sun,3,2,12,6.0,0,66.7,4.0
871,Levine Toilolo,TE,27.061999999999998,9/30/2018,NFL,DET,@,DAL,L 24-26,4,4,Sun,2,2,12,6.0,0,100.0,6.0
872,Jay Ajayi,RB,25.107,9/30/2018,NFL,PHI,@,TEN,L 23-26,4,4,Sun,4,3,11,3.67,0,75.0,2.75
873,Niles Paul,TE,29.052,9/30/2018,NFL,JAX,,NYJ,W 31-12,4,4,Sun,2,2,11,5.5,0,100.0,5.5
874,Justin Hardee,DB,24.235,9/30/2018,NFL,NOR,@,NYG,W 33-18,4,4,Sun,1,1,10,10.0,0,100.0,10.0
875,Phillip Lindsay,RB,24.069000000000003,10/1/2018,NFL,DEN,,KAN,L 23-27,4,4,Mon,2,2,10,5.0,0,100.0,5.0
876,De'Lance Turner,RB,23.038,9/30/2018,NFL,BAL,@,PIT,W 26-14,4,4,Sun,1,1,10,10.0,0,100.0,10.0
877,James Washington,WR,22.180999999999997,9/30/2018,NFL,PIT,,BAL,L 14-26,4,4,Sun,4,2,10,5.0,0,50.0,2.5
878,Devontae Booker,RB,26.127,10/1/2018,NFL,DEN,,KAN,L 23-27,4,4,Mon,2,1,9,9.0,0,50.0,4.5
879,Mike Gesicki,TE,22.362,9/30/2018,NFL,MIA,@,NWE,L 7-38,4,4,Sun,2,1,9,9.0,0,50.0,4.5
880,Mike Gillislee,RB,27.333000000000002,9/30/2018,NFL,NOR,@,NYG,W 33-18,4,4,Sun,1,1,9,9.0,0,100.0,9.0
881,Virgil Green,TE,30.058000000000003,9/30/2018,NFL,LAC,,SFO,W 29-27,4,4,Sun,2,2,9,4.5,0,100.0,4.5
882,Russell Shepard,WR,28.013,9/30/2018,NFL,NYG,,NOR,L 18-33,4,4,Sun,3,1,9,9.0,0,33.3,3.0
