,Player,Pos,Age,Date,Lg,Tm,Unnamed: 7,Opp,Result,G#,Week,Day,Tgt,Rec,Rec Yds,Y/Rec,Rec TDs,Ctch%,Y/Tgt,Rush Att,Rush Yds,Rush Y/A,Rush TDs,Fantasy Points,Opp RYPG,Opp PYPG
1524,Eric Saubert,TE,24.19400000000001,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,2,1,17,17.0,0,50.0,8.5,0.0,0.0,0.0,0.0,2.2,115.375,260.25
1525,Jermaine Kearse,WR,28.278,11/11/2018,NFL,NYJ,0,BUF,L 10-41,10,10,Sun,5,2,16,8.0,0,40.0,3.2,0.0,0.0,0.0,0.0,2.6,97.9375,171.25
1526,David Moore,WR,23.3,11/11/2018,NFL,SEA,@,LAR,L 31-36,9,10,Sun,3,1,16,16.0,0,33.3,5.33,0.0,0.0,0.0,0.0,2.1,125.25,218.75
1527,Levine Toilolo,TE,27.104,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,1,1,16,16.0,0,100.0,16.0,0.0,0.0,0.0,0.0,2.1,77.8125,213.625
1528,Gerald Everett,TE,24.139,11/11/2018,NFL,LAR,0,SEA,W 36-31,10,10,Sun,2,2,15,7.5,1,100.0,7.5,0.0,0.0,0.0,0.0,8.5,108.125,235.6875
1529,Michael Floyd,WR,28.349,11/11/2018,NFL,WAS,@,TAM,W 16-3,9,10,Sun,3,2,15,7.5,0,66.7,5.0,0.0,0.0,0.0,0.0,2.5,120.6875,236.875
1530,O.J. Howard,TE,23.357,11/11/2018,NFL,TAM,0,WAS,L 3-16,9,10,Sun,2,1,15,15.0,0,50.0,7.5,0.0,0.0,0.0,0.0,2.0,109.5,235.8125
1531,Cameron Brate,TE,27.131,11/11/2018,NFL,TAM,0,WAS,L 3-16,9,10,Sun,3,1,14,14.0,0,33.3,4.67,0.0,0.0,0.0,0.0,1.9,109.5,235.8125
1532,Jimmy Graham,TE,31.352,11/11/2018,NFL,GNB,0,MIA,W 31-12,9,10,Sun,1,1,14,14.0,0,100.0,14.0,0.0,0.0,0.0,0.0,1.9,140.375,236.4375
1533,Isaiah McKenzie,WR,23.216,11/11/2018,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,1,1,14,14.0,0,100.0,14.0,3.0,32.0,10.67,0.0,5.1000000000000005,124.4375,228.0625
1534,A.J. Derby,TE,27.052,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,2,1,13,13.0,0,50.0,6.5,0.0,0.0,0.0,0.0,1.8,117.875,207.75
1535,Logan Paulsen,TE,31.25800000000001,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,2,2,13,6.5,0,100.0,6.5,0.0,0.0,0.0,0.0,2.3,115.375,260.25
1536,Geoff Swaim,TE,25.056,11/11/2018,NFL,DAL,@,PHI,W 27-20,9,10,Sun,3,3,13,4.33,0,100.0,4.33,0.0,0.0,0.0,0.0,2.8,102.8125,260.75
1537,Marvin Hall,WR,25.215,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,1,1,12,12.0,0,100.0,12.0,0.0,0.0,0.0,0.0,1.7000000000000002,115.375,260.25
1538,T.J. Jones,WR,26.115,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,2,1,12,12.0,0,50.0,6.0,0.0,0.0,0.0,0.0,1.7000000000000002,77.8125,213.625
1539,Dante Pettis,WR,23.02,11/12/2018,NFL,SFO,0,NYG,L 23-27,10,10,Mon,6,4,12,3.0,0,66.7,2.0,0.0,0.0,0.0,0.0,3.2,121.125,223.5625
1540,Trent Taylor,WR,24.196,11/12/2018,NFL,SFO,0,NYG,L 23-27,10,10,Mon,1,1,12,12.0,0,100.0,12.0,0.0,0.0,0.0,0.0,1.7000000000000002,121.125,223.5625
1541,Corey Coleman,WR,24.129,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,1,1,11,11.0,0,100.0,11.0,0.0,0.0,0.0,0.0,1.6,104.75,215.6875
1542,Anthony Firkser,TE,23.265,11/11/2018,NFL,TEN,0,NWE,W 34-10,9,10,Sun,1,1,11,11.0,0,100.0,11.0,0.0,0.0,0.0,0.0,1.6,111.5,239.125
1543,Rashad Greene,WR,26.049,11/11/2018,NFL,JAX,@,IND,L 26-29,9,10,Sun,1,1,11,11.0,0,100.0,11.0,0.0,0.0,0.0,0.0,1.6,96.75,228.4375
1544,Charone Peake,WR,26.026,11/11/2018,NFL,NYJ,0,BUF,L 10-41,10,10,Sun,1,1,11,11.0,0,100.0,11.0,0.0,0.0,0.0,0.0,1.6,97.9375,171.25
1545,Dwayne Allen,TE,28.26,11/11/2018,NFL,NWE,@,TEN,L 10-34,10,10,Sun,1,1,10,10.0,0,100.0,10.0,0.0,0.0,0.0,0.0,1.5,99.5625,206.625
1546,Darrius Heyward-Bey,WR,31.255,11/8/2018,NFL,PIT,0,CAR,W 52-21,9,10,Thu,1,1,9,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,1.4,98.75,239.0625
1547,Michael Roberts,TE,24.188,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,3,1,9,9.0,0,33.3,3.0,0.0,0.0,0.0,0.0,1.4,77.8125,213.625
1548,Sterling Shepard,WR,25.275,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,3,2,9,4.5,1,66.7,3.0,1.0,27.0,27.0,0.0,10.6,104.75,215.6875
1549,Jesse James,TE,24.157,11/8/2018,NFL,PIT,0,CAR,W 52-21,9,10,Thu,1,1,8,8.0,1,100.0,8.0,0.0,0.0,0.0,0.0,7.3,98.75,239.0625
1550,Christian Kirk,WR,21.358,11/11/2018,NFL,ARI,@,KAN,L 14-26,9,10,Sun,6,2,8,4.0,0,33.3,1.33,0.0,0.0,0.0,0.0,1.8,117.375,258.0625
1551,Nick Vannett,TE,25.25,11/11/2018,NFL,SEA,@,LAR,L 31-36,9,10,Sun,2,1,8,8.0,1,50.0,4.0,0.0,0.0,0.0,0.0,7.3,125.25,218.75
1552,Dion Dawkins,LT,24.199,11/11/2018,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,1,1,7,7.0,1,100.0,7.0,0.0,0.0,0.0,0.0,7.2,124.4375,228.0625
1553,Justin Hardy,WR,26.32800000000001,11/11/2018,NFL,ATL,@,CLE,L 16-28,9,10,Sun,1,1,7,7.0,0,100.0,7.0,0.0,0.0,0.0,0.0,1.2000000000000002,115.375,260.25
1554,Orson Charles,TE,27.288,11/11/2018,NFL,CLE,0,ATL,W 28-16,10,10,Sun,1,1,6,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,1.1,125.0625,233.3125
1555,Rhett Ellison,TE,30.04,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,1,1,6,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,1.1,104.75,215.6875
1556,Ryan Grant,WR,27.327,11/11/2018,NFL,IND,0,JAX,W 29-26,9,10,Sun,1,1,6,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,1.1,111.0625,191.8125
1557,Jordan Leggett,TE,23.284,11/11/2018,NFL,NYJ,0,BUF,L 10-41,10,10,Sun,1,1,6,6.0,0,100.0,6.0,0.0,0.0,0.0,0.0,1.1,97.9375,171.25
1558,Brandon Powell,WR,22.06,11/11/2018,NFL,DET,@,CHI,L 22-34,9,10,Sun,3,1,6,6.0,0,33.3,2.0,0.0,0.0,0.0,0.0,1.1,77.8125,213.625
1559,Derek Carrier,TE,28.109,11/11/2018,NFL,OAK,0,LAC,L 6-20,9,10,Sun,3,1,5,5.0,0,33.3,1.67,0.0,0.0,0.0,0.0,1.0,98.1875,210.0625
1560,Mike Gesicki,TE,23.039,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,1,1,5,5.0,0,100.0,5.0,0.0,0.0,0.0,0.0,1.0,117.875,207.75
1561,Nick O'Leary,TE,26.072,11/11/2018,NFL,MIA,@,GNB,L 12-31,10,10,Sun,1,1,5,5.0,0,100.0,5.0,0.0,0.0,0.0,0.0,1.0,117.875,207.75
1562,Equanimeous St. Brown,WR,22.042,11/11/2018,NFL,GNB,0,MIA,W 31-12,9,10,Sun,3,2,3,1.5,0,66.7,1.0,0.0,0.0,0.0,0.0,1.3,140.375,236.4375
1563,Logan Thomas,TE,27.13300000000001,11/11/2018,NFL,BUF,@,NYJ,W 41-10,10,10,Sun,1,1,1,1.0,0,100.0,1.0,0.0,0.0,0.0,0.0,0.6,124.4375,228.0625
1564,Ben Watson,TE,37.328,11/11/2018,NFL,NOR,@,CIN,W 51-14,9,10,Sun,2,1,1,1.0,0,50.0,0.5,0.0,0.0,0.0,0.0,0.6,140.3125,253.75
1565,Dwayne Harris,WR,31.056,11/11/2018,NFL,OAK,0,LAC,L 6-20,9,10,Sun,1,1,0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,98.1875,210.0625
1566,Darius Jennings,WR,26.136,11/11/2018,NFL,TEN,0,NWE,W 34-10,9,10,Sun,1,1,0,0.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,111.5,239.125
1567,Spencer Pulley,C,25.22300000000001,11/12/2018,NFL,NYG,@,SFO,W 27-23,9,10,Mon,1,1,-2,-2.0,0,100.0,-2.0,0.0,0.0,0.0,0.0,0.3,104.75,215.6875
1568,Tyreek Hill,WR,24.263,11/19/2018,NFL,KAN,@,LAR,L 51-54,11,11,Mon,14,10,215,21.5,2,71.4,15.36,0.0,0.0,0.0,0.0,38.5,125.25,218.75
1569,Davante Adams,WR,25.326,11/15/2018,NFL,GNB,@,SEA,L 24-27,10,11,Thu,12,10,166,16.6,0,83.3,13.83,0.0,0.0,0.0,0.0,21.6,108.125,235.6875
1570,D.J. Moore,WR,21.218000000000004,11/18/2018,NFL,CAR,@,DET,L 19-20,10,11,Sun,8,7,157,22.43,1,87.5,19.63,0.0,0.0,0.0,0.0,25.20000000000001,105.25,224.0
1571,Tre'Quan Smith,WR,22.315,11/18/2018,NFL,NOR,0,PHI,W 48-7,10,11,Sun,13,10,157,15.7,1,76.9,12.08,0.0,0.0,0.0,0.0,26.70000000000001,102.8125,260.75
1572,T.Y. Hilton,WR,29.004,11/18/2018,NFL,IND,0,TEN,W 38-10,10,11,Sun,9,9,155,17.22,2,100.0,17.22,0.0,0.0,0.0,0.0,32.0,99.5625,206.625
1573,Travis Kelce,TE,29.045,11/19/2018,NFL,KAN,@,LAR,L 51-54,11,11,Mon,15,10,127,12.7,1,66.7,8.47,0.0,0.0,0.0,0.0,23.70000000000001,125.25,218.75
1574,Stefon Diggs,WR,24.354,11/18/2018,NFL,MIN,@,CHI,L 20-25,10,11,Sun,18,13,126,9.69,1,72.2,7.0,0.0,0.0,0.0,0.0,25.1,77.8125,213.625
1575,Mike Evans,WR,25.089,11/18/2018,NFL,TAM,@,NYG,L 35-38,10,11,Sun,7,6,120,20.0,1,85.7,17.14,0.0,0.0,0.0,0.0,21.0,121.125,223.5625
1576,Julio Jones,WR,29.288,11/18/2018,NFL,ATL,0,DAL,L 19-22,10,11,Sun,9,6,118,19.67,1,66.7,13.11,0.0,0.0,0.0,0.0,20.8,87.0625,217.9375
1577,Antonio Brown,WR,30.131,11/18/2018,NFL,PIT,@,JAX,W 20-16,10,11,Sun,13,5,117,23.4,1,38.5,9.0,0.0,0.0,0.0,0.0,20.200000000000006,111.0625,191.8125
1578,Kenny Golladay,WR,25.015,11/18/2018,NFL,DET,0,CAR,W 20-19,10,11,Sun,15,8,113,14.13,1,53.3,7.53,0.0,0.0,0.0,0.0,21.3,98.75,239.0625
1579,Brandin Cooks,WR,25.055,11/19/2018,NFL,LAR,0,KAN,W 54-51,11,11,Mon,12,8,107,13.38,0,66.7,8.92,1.0,0.0,0.0,0.0,14.7,117.375,258.0625
1580,JuJu Smith-Schuster,WR,21.361,11/18/2018,NFL,PIT,@,JAX,W 20-16,10,11,Sun,10,8,104,13.0,0,80.0,10.4,0.0,0.0,0.0,0.0,14.4,111.0625,191.8125
1581,Michael Thomas,WR,25.26,11/18/2018,NFL,NOR,0,PHI,W 48-7,10,11,Sun,4,4,92,23.0,1,100.0,23.0,0.0,0.0,0.0,0.0,17.200000000000006,102.8125,260.75
1582,Keenan Allen,WR,26.205,11/18/2018,NFL,LAC,0,DEN,L 22-23,10,11,Sun,12,9,89,9.89,1,75.0,7.42,1.0,1.0,1.0,0.0,19.5,106.0625,225.625
1583,Antonio Gates,TE,38.153,11/18/2018,NFL,LAC,0,DEN,L 22-23,10,11,Sun,7,5,80,16.0,1,71.4,11.43,0.0,0.0,0.0,0.0,16.5,106.0625,225.625
1584,Josh Reynolds,WR,23.276,11/19/2018,NFL,LAR,0,KAN,W 54-51,11,11,Mon,8,6,80,13.33,1,75.0,10.0,0.0,0.0,0.0,0.0,17.0,117.375,258.0625
1585,O.J. Howard,TE,23.364,11/18/2018,NFL,TAM,@,NYG,L 35-38,10,11,Sun,6,5,78,15.6,0,83.3,13.0,0.0,0.0,0.0,0.0,10.3,121.125,223.5625
1586,Courtland Sutton,WR,23.039,11/18/2018,NFL,DEN,@,LAC,W 23-22,10,11,Sun,6,3,78,26.0,0,50.0,13.0,0.0,0.0,0.0,0.0,9.3,98.1875,210.0625
1587,Keke Coutee,WR,21.308000000000003,11/18/2018,NFL,HOU,@,WAS,W 23-21,10,11,Sun,9,5,77,15.4,0,55.6,8.56,0.0,0.0,0.0,0.0,10.2,109.5,235.8125
1588,Christian Kirk,WR,22.0,11/18/2018,NFL,ARI,0,OAK,L 21-23,10,11,Sun,4,3,77,25.67,1,75.0,19.25,0.0,0.0,0.0,0.0,15.2,136.6875,222.9375
1589,Odell Beckham,WR,26.013,11/18/2018,NFL,NYG,0,TAM,W 38-35,10,11,Sun,4,4,74,18.5,1,100.0,18.5,1.0,11.0,11.0,0.0,16.5,120.6875,236.875
1590,Chris Conley,WR,26.025,11/19/2018,NFL,KAN,@,LAR,L 51-54,11,11,Mon,8,7,74,10.57,2,87.5,9.25,0.0,0.0,0.0,0.0,22.9,125.25,218.75
1591,Robert Woods,WR,26.22300000000001,11/19/2018,NFL,LAR,0,KAN,W 54-51,11,11,Mon,11,4,72,18.0,1,36.4,6.55,0.0,0.0,0.0,0.0,15.2,117.375,258.0625
1592,Tyler Boyd,WR,24.003,11/18/2018,NFL,CIN,@,BAL,L 21-24,10,11,Sun,11,4,71,17.75,0,36.4,6.45,0.0,0.0,0.0,0.0,9.1,77.125,177.4375
1593,Tyler Lockett,WR,26.048,11/15/2018,NFL,SEA,0,GNB,W 27-24,10,11,Thu,5,5,71,14.2,0,100.0,14.2,1.0,1.0,1.0,0.0,9.7,117.875,207.75
1594,Jordan Reed,TE,28.138,11/18/2018,NFL,WAS,0,HOU,L 21-23,10,11,Sun,11,7,71,10.14,1,63.6,6.45,0.0,0.0,0.0,0.0,16.6,77.5625,226.125
1595,Evan Engram,TE,24.077,11/18/2018,NFL,NYG,0,TAM,W 38-35,10,11,Sun,2,2,66,33.0,0,100.0,33.0,0.0,0.0,0.0,0.0,7.6,120.6875,236.875
1596,Adam Thielen,WR,28.088,11/18/2018,NFL,MIN,@,CHI,L 20-25,10,11,Sun,12,7,66,9.43,0,58.3,5.5,0.0,0.0,0.0,0.0,10.1,77.8125,213.625
1597,Tyler Higbee,TE,25.322,11/19/2018,NFL,LAR,0,KAN,W 54-51,11,11,Mon,7,6,63,10.5,0,85.7,9.0,0.0,0.0,0.0,0.0,9.3,117.375,258.0625
1598,Adam Humphries,WR,25.147,11/18/2018,NFL,TAM,@,NYG,L 35-38,10,11,Sun,5,3,60,20.0,1,60.0,12.0,0.0,0.0,0.0,0.0,13.5,121.125,223.5625
1599,David Moore,WR,23.304,11/15/2018,NFL,SEA,0,GNB,W 27-24,10,11,Thu,8,4,57,14.25,0,50.0,7.13,0.0,0.0,0.0,0.0,7.7,117.875,207.75
1600,DeAndre Hopkins,WR,26.165,11/18/2018,NFL,HOU,@,WAS,W 23-21,10,11,Sun,6,5,56,11.2,1,83.3,9.33,0.0,0.0,0.0,0.0,14.1,109.5,235.8125
1601,Emmanuel Sanders,WR,31.246,11/18/2018,NFL,DEN,@,LAC,W 23-22,10,11,Sun,6,4,56,14.0,0,66.7,9.33,1.0,6.0,6.0,0.0,8.2,98.1875,210.0625
1602,Mohamed Sanu,WR,29.088,11/18/2018,NFL,ATL,0,DAL,L 19-22,10,11,Sun,6,4,56,14.0,0,66.7,9.33,1.0,3.0,3.0,0.0,7.9,87.0625,217.9375
1603,Mike Williams,WR,24.045,11/18/2018,NFL,LAC,0,DEN,L 22-23,10,11,Sun,3,2,56,28.0,0,66.7,18.67,0.0,0.0,0.0,0.0,6.6000000000000005,106.0625,225.625
1604,Curtis Samuel,WR,22.099,11/18/2018,NFL,CAR,@,DET,L 19-20,10,11,Sun,7,5,55,11.0,1,71.4,7.86,0.0,0.0,0.0,0.0,14.0,105.25,224.0
1605,Robert Tonyan,TE,24.199,11/15/2018,NFL,GNB,@,SEA,L 24-27,10,11,Thu,1,1,54,54.0,1,100.0,54.0,0.0,0.0,0.0,0.0,11.9,108.125,235.6875
1606,Doug Baldwin,WR,30.055,11/15/2018,NFL,SEA,0,GNB,W 27-24,10,11,Thu,10,7,52,7.43,1,70.0,5.2,0.0,0.0,0.0,0.0,14.7,117.875,207.75
1607,Bruce Ellington,WR,27.088,11/18/2018,NFL,DET,0,CAR,W 20-19,10,11,Sun,9,6,52,8.67,0,66.7,5.78,0.0,0.0,0.0,0.0,8.2,98.75,239.0625
1608,Taylor Gabriel,WR,27.274,11/18/2018,NFL,CHI,0,MIN,W 25-20,10,11,Sun,9,7,52,7.43,0,77.8,5.78,2.0,17.0,8.5,0.0,10.4,98.125,177.75
1609,Cole Beasley,WR,29.206,11/18/2018,NFL,DAL,@,ATL,W 22-19,10,11,Sun,7,5,51,10.2,0,71.4,7.29,0.0,0.0,0.0,0.0,7.6,125.0625,233.3125
1610,Willie Snead,WR,26.032,11/18/2018,NFL,BAL,0,CIN,W 24-21,10,11,Sun,8,5,51,10.2,0,62.5,6.38,0.0,0.0,0.0,0.0,7.6,140.3125,253.75
1611,Marcell Ateman,WR,24.063,11/18/2018,NFL,OAK,@,ARI,W 23-21,10,11,Sun,5,4,50,12.5,0,80.0,10.0,0.0,0.0,0.0,0.0,7.0,134.9375,198.4375
1612,Chris Godwin,WR,22.264,11/18/2018,NFL,TAM,@,NYG,L 35-38,10,11,Sun,3,3,50,16.67,0,100.0,16.67,0.0,0.0,0.0,0.0,6.5,121.125,223.5625
1613,Gerald Everett,TE,24.147,11/19/2018,NFL,LAR,0,KAN,W 54-51,11,11,Mon,4,3,49,16.33,2,75.0,12.25,0.0,0.0,0.0,0.0,18.4,117.375,258.0625
1614,Trey Quinn,WR,22.346,11/18/2018,NFL,WAS,0,HOU,L 21-23,10,11,Sun,4,4,49,12.25,0,100.0,12.25,1.0,0.0,0.0,0.0,6.9,77.5625,226.125
1615,Golden Tate,WR,30.108,11/18/2018,NFL,PHI,@,NOR,L 7-48,10,11,Sun,8,5,48,9.6,0,62.5,6.0,0.0,0.0,0.0,0.0,7.3000000000000025,76.4375,241.0625
1616,Anthony Firkser,TE,23.272,11/18/2018,NFL,TEN,@,IND,L 10-38,10,11,Sun,3,3,44,14.67,0,100.0,14.67,0.0,0.0,0.0,0.0,5.9,96.75,228.4375
1617,Jonnu Smith,TE,23.088,11/18/2018,NFL,TEN,@,IND,L 10-38,10,11,Sun,8,6,44,7.33,0,75.0,5.5,0.0,0.0,0.0,0.0,7.4,96.75,228.4375
1618,Jack Doyle,TE,28.197,11/18/2018,NFL,IND,0,TEN,W 38-10,10,11,Sun,4,4,43,10.75,0,100.0,10.75,0.0,0.0,0.0,0.0,6.3,99.5625,206.625
1619,Jordan Akins,TE,26.213,11/18/2018,NFL,HOU,@,WAS,W 23-21,10,11,Sun,2,2,42,21.0,0,100.0,21.0,0.0,0.0,0.0,0.0,5.2,109.5,235.8125
1620,C.J. Uzomah,TE,25.308000000000003,11/18/2018,NFL,CIN,@,BAL,L 21-24,10,11,Sun,5,3,41,13.67,0,60.0,8.2,0.0,0.0,0.0,0.0,5.6000000000000005,77.125,177.4375
1621,Jarius Wright,WR,28.358,11/18/2018,NFL,CAR,@,DET,L 19-20,10,11,Sun,3,3,40,13.33,0,100.0,13.33,0.0,0.0,0.0,0.0,5.5,105.25,224.0
1622,Devin Funchess,WR,24.181,11/18/2018,NFL,CAR,@,DET,L 19-20,10,11,Sun,8,2,39,19.5,0,25.0,4.88,0.0,0.0,0.0,0.0,4.9,105.25,224.0
1623,Allen Robinson,WR,25.086,11/18/2018,NFL,CHI,0,MIN,W 25-20,10,11,Sun,7,3,39,13.0,0,42.9,5.57,0.0,0.0,0.0,0.0,5.4,98.125,177.75
1624,DeSean Jackson,WR,31.352,11/18/2018,NFL,TAM,@,NYG,L 35-38,10,11,Sun,7,4,38,9.5,0,57.1,5.43,0.0,0.0,0.0,0.0,5.8000000000000025,121.125,223.5625
1625,Seth Roberts,WR,27.269,11/18/2018,NFL,OAK,@,ARI,W 23-21,10,11,Sun,7,4,38,9.5,0,57.1,5.43,0.0,0.0,0.0,0.0,5.8000000000000025,134.9375,198.4375
1626,Jordan Matthews,WR,26.125,11/18/2018,NFL,PHI,@,NOR,L 7-48,10,11,Sun,4,3,37,12.33,0,75.0,9.25,0.0,0.0,0.0,0.0,5.2,76.4375,241.0625
1627,Tajae Sharpe,WR,23.33,11/18/2018,NFL,TEN,@,IND,L 10-38,10,11,Sun,7,5,37,7.4,1,71.4,5.29,0.0,0.0,0.0,0.0,12.2,96.75,228.4375
1628,Nick Boyle,TE,25.274,11/18/2018,NFL,BAL,0,CIN,W 24-21,10,11,Sun,4,4,36,9.0,0,100.0,9.0,0.0,0.0,0.0,0.0,5.6,140.3125,253.75
1629,Amari Cooper,WR,24.153,11/18/2018,NFL,DAL,@,ATL,W 22-19,10,11,Sun,5,3,36,12.0,0,60.0,7.2,0.0,0.0,0.0,0.0,5.1,125.0625,233.3125
1630,Dontrelle Inman,WR,29.291,11/18/2018,NFL,IND,0,TEN,W 38-10,10,11,Sun,6,4,34,8.5,1,66.7,5.67,0.0,0.0,0.0,0.0,11.4,99.5625,206.625
1631,Alshon Jeffery,WR,28.277,11/18/2018,NFL,PHI,@,NOR,L 7-48,10,11,Sun,5,4,33,8.25,0,80.0,6.6,0.0,0.0,0.0,0.0,5.300000000000002,76.4375,241.0625
1632,Keith Kirkwood,WR,24.327,11/18/2018,NFL,NOR,0,PHI,W 48-7,10,11,Sun,5,3,33,11.0,0,60.0,6.6,0.0,0.0,0.0,0.0,4.800000000000002,102.8125,260.75
1633,Josh Doctson,WR,25.35,11/18/2018,NFL,WAS,0,HOU,L 21-23,10,11,Sun,7,3,32,10.67,0,42.9,4.57,0.0,0.0,0.0,0.0,4.7,77.5625,226.125
1634,Calvin Ridley,WR,23.333,11/18/2018,NFL,ATL,0,DAL,L 19-22,10,11,Sun,4,3,32,10.67,0,75.0,8.0,1.0,5.0,5.0,0.0,5.2,87.0625,217.9375
1635,Jared Cook,TE,31.225,11/18/2018,NFL,OAK,@,ARI,W 23-21,10,11,Sun,6,3,31,10.33,1,50.0,5.17,0.0,0.0,0.0,0.0,10.6,134.9375,198.4375
1636,Corey Davis,WR,23.311,11/18/2018,NFL,TEN,@,IND,L 10-38,10,11,Sun,4,2,30,15.0,0,50.0,7.5,1.0,-1.0,-1.0,0.0,3.9,96.75,228.4375
1637,Brandon LaFell,WR,32.014,11/18/2018,NFL,OAK,@,ARI,W 23-21,10,11,Sun,3,2,29,14.5,1,66.7,9.67,0.0,0.0,0.0,0.0,9.9,134.9375,198.4375
1638,Ryan Switzer,WR,24.014,11/18/2018,NFL,PIT,@,JAX,W 20-16,10,11,Sun,3,3,28,9.33,0,100.0,9.33,0.0,0.0,0.0,0.0,4.300000000000002,111.0625,191.8125
1639,Virgil Green,TE,30.107,11/18/2018,NFL,LAC,0,DEN,L 22-23,10,11,Sun,4,2,27,13.5,0,50.0,6.75,0.0,0.0,0.0,0.0,3.7,106.0625,225.625
1640,Austin Hooper,TE,24.014,11/18/2018,NFL,ATL,0,DAL,L 19-22,10,11,Sun,8,4,27,6.75,0,50.0,3.38,0.0,0.0,0.0,0.0,4.7,87.0625,217.9375
1641,Vance McDonald,TE,28.158,11/18/2018,NFL,PIT,@,JAX,W 20-16,10,11,Sun,6,3,27,9.0,1,50.0,4.5,0.0,0.0,0.0,0.0,10.2,111.0625,191.8125
1642,John Ross,WR,23.356,11/18/2018,NFL,CIN,@,BAL,L 21-24,10,11,Sun,7,2,27,13.5,1,28.6,3.86,0.0,0.0,0.0,0.0,9.7,77.125,177.4375
1643,Josh Hill,TE,28.181,11/18/2018,NFL,NOR,0,PHI,W 48-7,10,11,Sun,4,2,26,13.0,0,50.0,6.5,0.0,0.0,0.0,0.0,3.6,102.8125,260.75
1644,Dan Arnold,TE,23.248,11/18/2018,NFL,NOR,0,PHI,W 48-7,10,11,Sun,2,2,25,12.5,0,100.0,12.5,0.0,0.0,0.0,0.0,3.5,102.8125,260.75
1645,Anthony Miller,WR,24.04,11/18/2018,NFL,CHI,0,MIN,W 25-20,10,11,Sun,3,2,25,12.5,1,66.7,8.33,1.0,-1.0,-1.0,0.0,9.4,98.125,177.75
1646,Aldrick Robinson,WR,30.055,11/18/2018,NFL,MIN,@,CHI,L 20-25,10,11,Sun,2,2,24,12.0,1,100.0,12.0,0.0,0.0,0.0,0.0,9.4,77.8125,213.625
1647,Geoff Swaim,TE,25.063,11/18/2018,NFL,DAL,@,ATL,W 22-19,10,11,Sun,5,4,24,6.0,0,80.0,4.8,0.0,0.0,0.0,0.0,4.4,125.0625,233.3125
1648,John Brown,WR,28.229,11/18/2018,NFL,BAL,0,CIN,W 24-21,10,11,Sun,1,1,23,23.0,0,100.0,23.0,1.0,0.0,0.0,0.0,2.8000000000000003,140.3125,253.75
1649,Larry Fitzgerald,WR,35.079,11/18/2018,NFL,ARI,0,OAK,L 21-23,10,11,Sun,4,2,23,11.5,2,50.0,5.75,0.0,0.0,0.0,0.0,15.3,136.6875,222.9375
1650,Sterling Shepard,WR,25.281,11/18/2018,NFL,NYG,0,TAM,W 38-35,10,11,Sun,2,2,22,11.0,0,100.0,11.0,0.0,0.0,0.0,0.0,3.2,120.6875,236.875
1651,Tyrell Williams,WR,26.279,11/18/2018,NFL,LAC,0,DEN,L 22-23,10,11,Sun,6,2,22,11.0,0,33.3,3.67,0.0,0.0,0.0,0.0,3.2,106.0625,225.625
1652,Jeff Heuerman,TE,25.359,11/18/2018,NFL,DEN,@,LAC,W 23-22,10,11,Sun,5,4,20,5.0,0,80.0,4.0,0.0,0.0,0.0,0.0,4.0,98.1875,210.0625
1653,Mark Andrews,TE,22.073,11/18/2018,NFL,BAL,0,CIN,W 24-21,10,11,Sun,1,1,19,19.0,0,100.0,19.0,0.0,0.0,0.0,0.0,2.4000000000000004,140.3125,253.75
1654,Logan Paulsen,TE,31.265,11/18/2018,NFL,ATL,0,DAL,L 19-22,10,11,Sun,2,2,19,9.5,0,100.0,9.5,0.0,0.0,0.0,0.0,2.9000000000000004,87.0625,217.9375
1655,MyCole Pruitt,TE,26.239,11/18/2018,NFL,TEN,@,IND,L 10-38,10,11,Sun,1,1,19,19.0,0,100.0,19.0,0.0,0.0,0.0,0.0,2.4000000000000004,96.75,228.4375
1656,Dede Westbrook,WR,24.362,11/18/2018,NFL,JAX,0,PIT,L 16-20,10,11,Sun,4,2,19,9.5,0,50.0,4.75,0.0,0.0,0.0,0.0,2.9000000000000004,91.3125,216.375
